;Enestrom Number;Fuss Index;Title;English Title;Authors;Original Language;Published as;Published Date;Written Date;Original Source Citation;Archive Notes;Content Summary;Opera Omnia Citation;Record Created;URLinfo;URLpdf
620;621;103;De summo usu calculi imaginariorum in analysi;On the greatest use of the calculus of imaginaries in analysis;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 25-46.;;;Series 1, Volume 18, pp.291-317.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/621;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1620&context=euler-works
621;622;81;Specimen singulare analyseos infinitorum indeterminatae;;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 47-56.;;"According to Eneström, the goal is ""to find a relation between z and q, so that the integral of q dz is algebraic and the intergral of the square root of q2–1 over z dz is an arc-function.""";Series 1, Volume 23, pp.195-207.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/622;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1621&context=euler-works
622;623;406;De lineis rectificabilibus in superficie sphaeroidica quacunque geometrice ducendis;;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 57-68.;;;Series 1, Volume 29, pp.112-125.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/623;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1622&context=euler-works
623;624;437;De superficie coni scaleni, ubi imprimis intentes difficultates, quae in hac investigatione occurrunt, perpenduntur;;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 69-89.;;;Series 1, Volume 21, pp.119-141.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/624;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1623&context=euler-works
624;625;400;De viribus centripetis, ad curvas non in eodem plano sitas describendas, requisitis;;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 111-125.;;;Series 2, Volume 7, pp.156-170.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/625;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1624&context=euler-works
625;626;541;De motu trium corporum se mutuo attrahentium super eadem linea recta;On the movement of three bodies mutually attracted above a straight line;Leonhard Euler;Latin;Journal article;1788;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 126-141.;;;Series 2, Volume 27.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/626;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1625&context=euler-works
626;627;465;Solutio problematis mechanici;Solution of a mechanical problem;Leonhard Euler;Latin;Journal article;1788;1779;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 142-148.;;"According to Eneström, this work is about ""the motion on a horizontal plane of two cylinders which are joined by a string, which one of them gets a push from.""";Series 2, Volume 9, pp.328-334.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/627;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1626&context=euler-works
627;628;291;Éclaircissemens sur le mémoire de Mr. de La Grange, inséré dans le Ve. volume de Mélanges de Turin, concernant la méthode de prendre le milieu entre les résultats de plusiers observations, etc.;Clarifications on the paper by Mr. de La Grange inserted into Volume 5 of the Mélanges of Turin, concerning the method of taking the mean of the results of several observations;Leonhard Euler;French;Journal article;1788;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 3, pp. 289-297.;;"This is Euler's response to Joseph Louis Lagrange's paper ""Mémoire sur l'utilité de la methode de prendre milieu entre les resultats de plusiers observations.""";Series 1, Volume 7, pp.425-434.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/628;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1627&context=euler-works
628;629;237;Evolutio formulae integralis ∫∂x∙(1/(1–x) + 1/log(x)) a termino x=0 ad x=1 extensae;The expansion of the integral formula ∫∂x∙(1/(1–x) + 1/log(x)) with the term extended from x=0 to x=1;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 3-16.;;;Series 1, Volume 18, pp.318-334.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/629;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1628&context=euler-works
629;630;245;Uberior explicatio methodi singularis nuper expositae integralia alias maxime abscondita investigandi;;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 17-54.;;"According to Eneström, this contains repeated partial differentiation and integration of functions of two variables, as well as an application ""in determining the worth of certain integrals.""";Series 1, Volume 18, pp.335-372.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/630;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1629&context=euler-works
630;631;116;Analysis facilis et plana ad eas series maxime abstrusas perducens, quibus omnium aequationum algebraicarum non solum radices ipsae sed etiam quaevis earum potestates exprimi possunt;An easy and clear analysis for guiding those most abstruse series, by which not only the roots but even the powers of the roots of all algebraic equations are able to be expressed;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 55-73.;;;Series 1, Volume 6, pp.384-404.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/631;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1630&context=euler-works
631;632;117;De innumeris generibus serierum maxime memorabilium, quibus omnium aequationum algebraicarum non solum radices ipsae sed etiam quaecumque earum potestates exprimi possunt;On innumerable types of most remarkable series, by which not only the roots but even too any power of the roots of all algebraic equations are able to be expressed;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 74-95.;;;Series 1, Volume 6, pp.405-424.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/632;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1631&context=euler-works
632;633;421;De binis curvis algebraicis inveniendis, quarum arcus indefinite inter se sint aequales;;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 96-103.;;;Series 1, Volume 21, pp.142-150.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/633;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1632&context=euler-works
633;634;487;De motu oscillatorio tabulae suspensae et a vento agitatae;;Leonhard Euler;Latin;Journal article;1789;1775;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 4, pp. 131-147.;;;Series 2, Volume 9, pp.335-351.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/634;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1633&context=euler-works
634;635;246;Innumera theoremata circa formulas integrales, quorum demonstratio vires analyseos superare videatur;;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 3-26.;;According to Eneström, this is about a certain family of integrals.;Series 1, Volume 18, pp.373-391.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/635;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1634&context=euler-works
635;636;331;De multiplicatione angulorum per factores expedienda;On the multiplication of angles which are to be obtained by factors;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 27-51.;;E592;Series 1, Volume 16A, pp.79-111.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/636;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1635&context=euler-works
636;637;131;Nova demonstratio, quod evolutio potestatum binomii Newtoniana etiam pro exponentibus fractis valeat;A new demonstration, with respect to which prevails the expansion of binomial powers by Newton even by fractional exponents;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 52-58.;;Here, Euler notes a recursive relation for the general binomial coefficients. Namely, if (1+x)n = 1 + Ax + Bx2 + Cx3 + Dx4 + ... and (1+x)n+1 = 1 + A'x + B'x2 + C'x3 + D'x4 + ..., then A' = A+1, B' = B+A, C' = C+B, D' = D+C, etc. This generalizes the usual recursive relationship for the binomial coefficients.;Series 1, Volume 16A, pp.112-121.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/637;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1636&context=euler-works
637;638;417;De innumeris curvis algebraicis, quarum longitudinem per arcus parabolicos metiri licet;On innumerable algebraic curves, of which the longitude is able to be measured by parabolic arcs;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 59-70.;;;Series 1, Volume 21, pp.151-162.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/638;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1637&context=euler-works
638;639;419;De innumeris curvis algebraicis, quarum longitudinem per arcus parabolicos metiri licet;On innumerable algebraic curves, of which the longitude is able to be measured by elliptical arcs;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 71-85.;;;Series 1, Volume 21, pp.163-179.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/639;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1638&context=euler-works
639;640;224;Comparatio valorum formulae integralis ∫xp-1∂x/(1–xn)(n-q)/n a termino x=0 usque ad x=1 extensae;;Leonhard Euler;Latin;Journal article;1789;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 86-129.;;;Series 1, Volume 18, pp.392-434.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/640;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1639&context=euler-works
640;641;470;De motu quodam maxime memorabili, satis quidem simplici, at solutu difficillimo;;Leonhard Euler;Latin;Journal article;1789;1779;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 5, pp. 149-175.;;According to Eneström, this is about the motion of a cylinder with a string wound around it, on a horizontal plane.;Series 2, Volume 9, pp.352-378.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/641;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1640&context=euler-works
641;642;179;De singulari ratione differentiandi et intagrandi, quae in summis serierum occurrit;On a singular rule for differentiating and integrating, which occurs in the sums of series;Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 3-15.;;According to Eneström, this is about the differentiation and integration of infinite series. However, Euler only looks at finite series and integrates and differentiates them under the summation sign.;Series 1, Volume 16A, pp.122-138.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/642;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1641&context=euler-works
642;643;115;Methodus generalis investigandi radices omnium aequationum per approximationem;A general method for investigating all the roots of an equation by approximation;Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 16-24.;;;Series 1, Volume 6, pp.425-433.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/643;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1642&context=euler-works
643;644;107;Innumerae aequationum formae ex omnibus ordinibus, quarum resolutio exhiberi potest;Innumerable forms of equations from all orders, of which a resolution is able to be exhibited;Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 25-35.;;;Series 1, Volume 6, pp.434-446.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/644;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1643&context=euler-works
644;645;425;De curvis algebraicis, quarum longitudo exprimitur hac formula integrali ∫(vm-1 ∂v)/√(1–v2n);On algebraic curves, of which the longitudes are expressed by the integral formula ∫(vm-1 ∂v)/√(1–v2n);Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 36-62.;;;Series 1, Volume 21, pp.180-206.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/645;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1644&context=euler-works
645;646;427;De duabus pluribusve curvis algebraicis in quibus si a terminis fixis aequales arcus abscindantur eorum amplitudines datam inter se teneant rationem;;Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 63-76.;;;Series 1, Volume 29, pp.126-138.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/646;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1645&context=euler-works
646;647;411;De methodo tangentium inversa ad theoriam solidorum translata;;Leonhard Euler;Latin;Journal article;1790;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 77-94.;;Acccording to Eneström, this work contains solutions to simple problems concerning first-order partial differential equations.;Series 1, Volume 29, pp.139-155.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/647;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1646&context=euler-works
647;648;311;Solutio facilis problematis, quo quaeritur circulus, qui datos tres circulos tangat;An easy solution of a problem, in which a circle is searched for, given three circles tangent to it;Leonhard Euler;Latin;Journal article;1790;1779;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 95-101.;;Euler gives us three points, A, B, and C, the distances between them, and that they are centers of circles of radius a, b, and c respectively. He finds a point O, the center of a circle, and the radius x of that circle, such that the circle is tangent to each of the three given circles.;Series 1, Volume 26, pp.270-275.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/648;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1647&context=euler-works
648;649;488;De motu oscillatorio penduli circa axem cylindricum plano horizontali incumbentem;;Leonhard Euler;Latin;Journal article;1790;1780;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 6, pp. 145-153.;;;Series 2, Volume 9, pp.379-386.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/649;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1648&context=euler-works
649;650;255;De formulis differentialibus quae per duas pluresve quantitates datas multiplicatae fiant integrabiles;;Leonhard Euler;Latin;Journal article;1793;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 3-21.;;;Series 1, Volume 23, pp.208-229.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/650;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1649&context=euler-works
650;651;210;Quatuor theoremata maxime notatu digna in calculo integrali;Four most noteworthy theorems on the calculation of an integral;Leonhard Euler;Latin;Journal article;1793;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 22-41.;;According to Eneström, this is about a certain family of integrals.;Series 1, Volume 18, pp.435-457.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/651;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1650&context=euler-works
651;652;144;De termino generali serierum hypergeometricarum;On the general term of hypergeometric series;Leonhard Euler;Latin;Journal article;1793;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 42-63.;;Euler defines a function f(x) somehow as an infinite product and a generalization of x!. He gets some recursive relationships for f(x).;Series 1, Volume 16A, pp.139-162.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/652;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1651&context=euler-works
652;653;247;De iterata integratione formularum integralium, dum aliquis exponens pro variabili assumitur;;Leonhard Euler;Latin;Journal article;1793;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 64-82.;;According to Eneström, this work is about double integration.;Series 1, Volume 18, pp.458-475.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/653;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1652&context=euler-works
653;654;198, 429;Methodus facilis investigandi radium osculi ex principio maximorum et minimorum petita;;Leonhard Euler;Latin;Journal article;1793;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 83-86.;;;Series 1, Volume 29, pp.156-161.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/654;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1653&context=euler-works
654;655;149;Observationes generales circa series, quarum termini secundum sinus vel cosinus angulorum multiplorum progrediuntur;General observations about series, of which the terms arising for the sines or cosines of multiplied angles come forth;Leonhard Euler;Latin;Journal article;1793;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 87-98.;;E592;Series 1, Volume 16A, pp.163-177.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/655;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1654&context=euler-works
655;656;242;De integrationibus maxime memorabilibus ex calculo imaginariorum oriundis;On most memorable integrations arising from the calculation of imaginaries;Leonhard Euler;Latin;Journal article;1793;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 99-133.;This article contains a supplement.;;Series 1, Volume 19, pp.1-44.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/656;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1655&context=euler-works
656;657;243;Supplementum ad dissertationem praecedentem circa integrationem vormulae ∫(zm-1 ∂z)/(1–zn) casu quo ponitur z = v(cos(&straightphi) + √(-1)∙sin(&straightphi));A supplement to the preceding dissertation about the integration of the formula ∫(zm-1 ∂z)/(1–zn) in the case where z = v(cos(&straightphi) + √(-1)∙sin(&straightphi));Leonhard Euler;Latin;Journal article;1793;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 134-148.;;;Series 1, Volume 19, pp.45-62.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/657;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1656&context=euler-works
657;658;543, 1780a;"De momentis virium respectu axis cuiuscunque inveniendis; ubi plura insignia symptomata circa binas rectas, non in eodem plano sitas, explicantur";;Leonhard Euler;Latin;Journal article;1793;1780;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 191-204.;;;Series 2, Volume 9, pp.387-398.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/658;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1657&context=euler-works
658;659;544, 1780b;Methodus facilis omnium virium momenta respectu axis cuiuscunque determinandi;;Leonhard Euler;Latin;Journal article;1793;1780;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 7, pp. 205-214.;;;Series 2, Volume 9, pp.399-406.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/659;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1658&context=euler-works
659;660;;Institutionum calculi integralis volumen quartum, continens supplementa partim inedita partim jam in operibus academiae imperialis scientiarum Petropolitanae impressa.;Foundations of Integral Calculus, Volume 4;Leonhard Euler;Latin;Quarto book;1794;;St. Petersburg: Imperial Academy of Sciences, Volume 4, pp. 1-620.;;;;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/660;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1659&context=euler-works
660;661;145;Variae considerationes circa series hypergeometricas;Several considerations about hypergeometric series;Leonhard Euler;Latin;Journal article;1794;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 3-14.;;E19;Series 1, Volume 16A, pp.178-192.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/661;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1660&context=euler-works
661;662;240;De vero valore formulae integralis ∫∂x∙(log(1/x))n a termino x=0 usque ad terminum x=1 extensae;On the true value of the integral formula ∫∂x∙(log(1/x))n with the term extended from x=0 all the way to x=1;Leonhard Euler;Latin;Journal article;1794;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 15-31.;;;Series 1, Volume 19, pp.63-83.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/662;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1661&context=euler-works
662;663;133;Plenior expositio serierum illarum memorabilium, quae ex unciis potestatum binomii formantur;;Leonhard Euler;Latin;Journal article;1794;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 32-68.;;Euler looks at sums of the form 1 + C(x,0)C(y,0) + C(x,1)C(y,1) + C(x,2)C(y,2) + ....;Series 1, Volume 16A, pp.193-234.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/663;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1662&context=euler-works
663;664;154;Exercitatio analytica;Analytical exercises;Leonhard Euler;Latin;Journal article;1794;1776;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 69-72.;;Euler proves some properties of ζ(2n) using the infinite product identity for sine. (Based on Jordan Bell's translation abstract.);Series 1, Volume 16A, pp.235-240.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/664;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1663&context=euler-works
664;665;360;Evolutio problematis cuius solutio analytica est difficillima dum synthetica per se est obvia;The evolution of a problem whose analytic solution is most difficult, while the synthetic solution for it is obvious;Leonhard Euler;Latin;Journal article;1794;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 73-86.;;According to Eneström, the goal is to define a curve with the property that, for every point, the distance from the center point of the curvature to a given point is constant.;Series 1, Volume 29, pp.161-175.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/665;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1664&context=euler-works
665;666;361;Problema geometricum ob singularia symptomata imprimis memorabile;;Leonhard Euler;Latin;Journal article;1794;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 87-115.;;According to Eneström, the goal is to define a curve so that every sector with a given starting point is proportional to the quadrature of that arc.;Series 1, Volume 29, pp.176-203.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/666;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1665&context=euler-works
666;667;356;De curvis hyperbolicis quae intra suas assymtotas spatium finitum includunt;;Leonhard Euler;Latin;Journal article;1794;1777;Nova Acta Academiae Scientiarum Imperialis Petropolitanae, Volume 8, pp. 116-139.;;;Series 1, Volume 29, pp.204-225.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/667;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1666&context=euler-works
667;668;209;De integratione formulae ∫∂x√(1+x4)/(1–x4) aliarumque eiusdem generis per logarithmos et arcus circulares;On the integration of the formula ∫∂x√(1+x4)/(1–x4) and of others of the same type by logarithms and circular arcs;Leonhard Euler;Latin;Collection article;1794;1776;Institutionum calculi integralis, Volume 4, pp. 36-48.;;;Series 1, Volume 19, pp.84-97.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/668;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1667&context=euler-works
668;669;217;Memorabile genus formularum differentialium maxime irrationalium quas tamen ad rationalitatem perducere licet;;Leonhard Euler;Latin;Collection article;1794;1777;Institutionum calculi integralis, Volume 4, pp. 48-59.;;According to Eneström, this paper is about a certain family of integrals.;Series 1, Volume 19, pp.98-109.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/669;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1668&context=euler-works
669;670;221;De resolutione formulae integralis ∫xm-1∂x(Δ+xn)λ in seriem semper convergentem, ubi simul plura insignia artificia circa serierum summationem explicantur;;Leonhard Euler;Latin;Collection article;1794;1779;Institutionum calculi integralis, Volume 4, pp. 60-77.;;;Series 1, Volume 19, pp.110-128.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/670;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1669&context=euler-works
670;671;213;De formulis differentialibus angularibus maxime irrationalibus, quas tamen per logarithmos et arcus circulares integrare licet;;Leonhard Euler;Latin;Collection article;1794;1777;Institutionum calculi integralis, Volume 4, pp. 183-194.;;;Series 1, Volume 19, pp.129-140.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/671;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1670&context=euler-works
671;672;218;Theorema maxime memoragile circa formulam integralem ∫d&straightphi cos(λ&straightphi)/(1+aa–2acos(&straightphi))n+1;A memorable theorem about the integral formula ∫d&straightphi cos(λ&straightphi)/(1+aa–2acos(&straightphi))n+1;Leonhard Euler;Latin;Collection article;1794;1778;Institutionum calculi integralis, Volume 4, pp. 194-217.;;;Series 1, Volume 19, pp.141-167.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/672;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1671&context=euler-works
672;673;219;Disquisitio coniecturalis super formula integrali ∫∂&straightphi cos(i&straightphi)/(α+βcos(&straightphi))n;A conjectural disquisition about the integral formula ∫∂&straightphi cos(i&straightphi)/(α+βcos(&straightphi))n;Leonhard Euler;Latin;Collection article;1794;1778;Institutionum calculi integralis, Volume 4, pp. 217-242.;;;Series 1, Volume 19, pp.168-196.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/673;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1672&context=euler-works
673;674;220;Demonstratio theorematis insignis per coniecturam eruti circa intagrationem formulae ∫ ∂&straightphi cos(i&straightphi)/(1+aa–2acos(&straightphi))n+1;;Leonhard Euler;Latin;Collection article;1794;1778;Institutionum calculi integralis, Volume 4, pp. 242-259.;;;Series 1, Volume 19, pp.197-216.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/674;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1673&context=euler-works
674;675;226;De valoribus integralium a termino variabilis x=0 usque ad x=∞ extensorum;On the values of integrals where the variable term is extended from x=0 all the way to x=∞;Leonhard Euler;Latin;Collection article;1794;1781;Institutionum calculi integralis, Volume 4, pp. 337-345.;;;Series 1, Volume 19, pp.217-227.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/675;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1674&context=euler-works
675;676;283;Methodus succinctior comparationes quantitatum transcendentium in forma ∫ P ∂z/√(A+2Bz+Czz+2Dz3+Ez4) contentarum inveniendi;;Leonhard Euler;Latin;Collection article;1794;1777;Institutionum calculi integralis, Volume 4, pp. 504-524.;;;Series 1, Volume 21, pp.207-226.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/676;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1675&context=euler-works
676;677;259;Methodus singularis resolvendi aequationes differentiales secundi gradus;Special methods for resolving differential equations of the second degree;Leonhard Euler;Latin;Collection article;1794;1779;Institutionum calculi integralis, Volume 4, pp. 525-533.;;According to Eneström, this paper deals with special second-order linear differential equations.;Series 1, Volume 23, pp.230-238.;2018-09-25;https://scholarlycommons.pacific.edu/euler-works/677;https://scholarlycommons.pacific.edu/cgi/viewcontent.cgi?article=1676&context=euler-works
